accession	agricola_id	altitude	base_count	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	dataclass	description	dev_stage	doi	doi_url	ecotype	environmental_sample	first_public	germline	haplotype	host	identified_by	isolate	isolation_source	keywords	lab_host	last_updated	location	mating_type	metagenome_source	mol_type	organelle	patent_number	plasmid	pubmed_id	pubmed_url	sample_accession	scientific_name	sequence_md5	sequence_version	serotype	serovar	sex	specimen_voucher	strain	study_accession	sub_species	sub_strain	submitted_sex	tax_division	tax_id	tissue_lib	tissue_type	topology	variety
FR990362			29788					2020-02-29	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477797/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477797/2020				2021-03-31				genomic RNA						SAMEA8461796	Severe acute respiratory syndrome coronavirus 2	015394f1f5fd77e50ef252394e218d18	1						PRJEB43828				VRL	2697049			LINEAR	
FR990363			29878					2020-03-03	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000478518/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000478518/2020				2021-03-31				genomic RNA						SAMEA8461802	Severe acute respiratory syndrome coronavirus 2	7e5f9e8c5fd4534d956c9eaf284e1fd7	1						PRJEB43828				VRL	2697049			LINEAR	
FR990364			29822					2020-03-19	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000486784/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000486784/2020				2021-03-31				genomic RNA						SAMEA8461812	Severe acute respiratory syndrome coronavirus 2	47b86611dddb1a853962fc2fd80fcf24	1						PRJEB43828				VRL	2697049			LINEAR	
FR990365			29819					2020-04-14	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba2621b/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba2621b/2020				2021-03-31				genomic RNA						SAMEA8461824	Severe acute respiratory syndrome coronavirus 2	9d45216b4b0232daaf47ac08cf3e5512	1						PRJEB43828				VRL	2697049			LINEAR	
FR990366			29839					2020-03-15	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000482983/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000482983/2020				2021-03-31				genomic RNA						SAMEA8461807	Severe acute respiratory syndrome coronavirus 2	869602c903a0abcf8b21b801c27a32b9	1						PRJEB43828				VRL	2697049			LINEAR	
FR990367			29899					2020-04-05	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba255eb/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba255eb/2020				2021-03-31				genomic RNA						SAMEA8461819	Severe acute respiratory syndrome coronavirus 2	8d7c67b5e3efeffbd50843e49c66f467	1						PRJEB43828				VRL	2697049			LINEAR	
FR990368			29864					2020-03-31	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba24c7b/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba24c7b/2020				2021-03-31				genomic RNA						SAMEA8461815	Severe acute respiratory syndrome coronavirus 2	903fc76966c109bd683905611c54f14e	1						PRJEB43828				VRL	2697049			LINEAR	
FR990369			29864					2020-04-02	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba2508f/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba2508f/2020				2021-03-31				genomic RNA						SAMEA8461817	Severe acute respiratory syndrome coronavirus 2	933b12f6c120ffa6d95a8ac34302db47	1						PRJEB43828				VRL	2697049			LINEAR	
FR990370			29819					2020-04-12	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba26002/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba26002/2020				2021-03-31				genomic RNA						SAMEA8461823	Severe acute respiratory syndrome coronavirus 2	54a9e8642e33da18d0881d43c9c758b3	1						PRJEB43828				VRL	2697049			LINEAR	
FR990371			29843					2020-04-08	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba25b9f/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba25b9f/2020				2021-03-31				genomic RNA						SAMEA8461822	Severe acute respiratory syndrome coronavirus 2	ea4519d0035e556d227e40c8e788c251	1						PRJEB43828				VRL	2697049			LINEAR	
FR990372			29864					2020-03-15	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000482985/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000482985/2020				2021-03-31				genomic RNA						SAMEA8461809	Severe acute respiratory syndrome coronavirus 2	3143ee09a78b9ff33685a9a6cfd9d447	1						PRJEB43828				VRL	2697049			LINEAR	
FR990373			29831					2020-03-14	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000503309/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000503309/2020				2021-03-31				genomic RNA						SAMEA8461813	Severe acute respiratory syndrome coronavirus 2	d942a195d76ce280332e758889e0c959	1						PRJEB43828				VRL	2697049			LINEAR	
FR990374			29857					2020-03-31	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba24b9c/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba24b9c/2020				2021-03-31				genomic RNA						SAMEA8461814	Severe acute respiratory syndrome coronavirus 2	76c83fe0ea3a6bdd90186158bd565182	1						PRJEB43828				VRL	2697049			LINEAR	
FR990375			29889					2020-04-06	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba25652/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba25652/2020				2021-03-31				genomic RNA						SAMEA8461820	Severe acute respiratory syndrome coronavirus 2	d0ec6b104f51ddf8dfa06ff8b5d498b9	1						PRJEB43828				VRL	2697049			LINEAR	
FR990376			29831					2020-03-16	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000484569/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000484569/2020				2021-03-31				genomic RNA						SAMEA8461811	Severe acute respiratory syndrome coronavirus 2	d942a195d76ce280332e758889e0c959	1						PRJEB43828				VRL	2697049			LINEAR	
FR990377			29816					2020-04-06	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba2581a/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba2581a/2020				2021-03-31				genomic RNA						SAMEA8461821	Severe acute respiratory syndrome coronavirus 2	b0396cff8e949e0bae219c33a314c543	1						PRJEB43828				VRL	2697049			LINEAR	
FR990378			29837					2021-01-14	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c45f/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c45f/2021				2021-03-31				genomic RNA						SAMEA8461825	Severe acute respiratory syndrome coronavirus 2	375d05314bc973b68ff6fbf9bbbe46a4	1						PRJEB43828				VRL	2697049			LINEAR	
FR990379			29859					2020-03-14	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000482984/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000482984/2020				2021-03-31				genomic RNA						SAMEA8461808	Severe acute respiratory syndrome coronavirus 2	d8a2d43efd65aec1c5530041caccca5f	1						PRJEB43828				VRL	2697049			LINEAR	
FR990380			29831					2020-04-05	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba25547/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba25547/2020				2021-03-31				genomic RNA						SAMEA8461818	Severe acute respiratory syndrome coronavirus 2	7a58805311b5998c37d865a0f57a607a	1						PRJEB43828				VRL	2697049			LINEAR	
FR990381			29704					2020-04-02	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba2506f/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba2506f/2020				2021-03-31				genomic RNA						SAMEA8461816	Severe acute respiratory syndrome coronavirus 2	dc09bc992657f0d1dd48910917926081	1						PRJEB43828				VRL	2697049			LINEAR	
FR990382			29832					2020-03-15	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000483258/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000483258/2020				2021-03-31				genomic RNA						SAMEA8461810	Severe acute respiratory syndrome coronavirus 2	7e46c9fae6285a46477cd17d2e490f48	1						PRJEB43828				VRL	2697049			LINEAR	
FR990383			29856					2021-01-14	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c470/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c470/2021				2021-03-31				genomic RNA						SAMEA8461826	Severe acute respiratory syndrome coronavirus 2	151137dc489b38d018787306e9dacd85	1						PRJEB43828				VRL	2697049			LINEAR	
FR990384			29835					2021-01-16	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c691/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c691/2021				2021-03-31				genomic RNA						SAMEA8461831	Severe acute respiratory syndrome coronavirus 2	b10219e9ee9671c8938106f4b886a74b	1						PRJEB43828				VRL	2697049			LINEAR	
FR990385			29822					2021-01-17	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c73e/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c73e/2021				2021-03-31				genomic RNA						SAMEA8461834	Severe acute respiratory syndrome coronavirus 2	74baeb5c0bc19bc494ccfddd5177df86	1						PRJEB43828				VRL	2697049			LINEAR	
FR990386			29820					2021-01-22	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3cf26/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3cf26/2021				2021-03-31				genomic RNA						SAMEA8461845	Severe acute respiratory syndrome coronavirus 2	3e407da1b1e986cefad47010b4f20d2d	1						PRJEB43828				VRL	2697049			LINEAR	
FR990387			29850					2021-01-18	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c7ec/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c7ec/2021				2021-03-31				genomic RNA						SAMEA8461838	Severe acute respiratory syndrome coronavirus 2	b529f00d9bd4625f421c98758715ca42	1						PRJEB43828				VRL	2697049			LINEAR	
FR990388			29824					2021-01-17	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c769/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c769/2021				2021-03-31				genomic RNA						SAMEA8461836	Severe acute respiratory syndrome coronavirus 2	272e5b58bd7ae213da34ffcf587ccd34	1						PRJEB43828				VRL	2697049			LINEAR	
FR990389			29814					2021-01-17	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c77a/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c77a/2021				2021-03-31				genomic RNA						SAMEA8461837	Severe acute respiratory syndrome coronavirus 2	089c82bb007746d2e6f56837cb35ac61	1						PRJEB43828				VRL	2697049			LINEAR	
FR990390			29815					2021-01-13	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c5a9/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c5a9/2021				2021-03-31				genomic RNA						SAMEA8461829	Severe acute respiratory syndrome coronavirus 2	3644416faa8cef090f7a3aeff5263495	1						PRJEB43828				VRL	2697049			LINEAR	
FR990391			29827					2021-01-18	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c9ea/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c9ea/2021				2021-03-31				genomic RNA						SAMEA8461840	Severe acute respiratory syndrome coronavirus 2	5d6a4c3af599c3ea5e0ddc31dff3a03c	1						PRJEB43828				VRL	2697049			LINEAR	
FR990392			29841					2021-01-20	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3cbc2/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3cbc2/2021				2021-03-31				genomic RNA						SAMEA8461843	Severe acute respiratory syndrome coronavirus 2	672f8c6e1f50928ae937270566752618	1						PRJEB43828				VRL	2697049			LINEAR	
FR990393			29841					2021-01-19	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3caf3/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3caf3/2021				2021-03-31				genomic RNA						SAMEA8461841	Severe acute respiratory syndrome coronavirus 2	76122d5fe2629d870bd5180b14c75b43	1						PRJEB43828				VRL	2697049			LINEAR	
FR990394			29844					2021-01-18	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c839/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c839/2021				2021-03-31				genomic RNA						SAMEA8461839	Severe acute respiratory syndrome coronavirus 2	311993e4ce6ead348a60b7712e8ac771	1						PRJEB43828				VRL	2697049			LINEAR	
FR990395			29814					2021-01-15	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c623/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c623/2021				2021-03-31				genomic RNA						SAMEA8461830	Severe acute respiratory syndrome coronavirus 2	082f473a3fd175512d66792d57660719	1						PRJEB43828				VRL	2697049			LINEAR	
FR990396			29821					2021-01-21	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3cdf6/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3cdf6/2021				2021-03-31				genomic RNA						SAMEA8461844	Severe acute respiratory syndrome coronavirus 2	cdcd50bcb3fa726d40843d82825ab39d	1						PRJEB43828				VRL	2697049			LINEAR	
FR990397			29805					2021-01-14	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c545/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c545/2021				2021-03-31				genomic RNA						SAMEA8461828	Severe acute respiratory syndrome coronavirus 2	e67e4e84ddb3d9752e5c66378d75055c	1						PRJEB43828				VRL	2697049			LINEAR	
FR990398			29815					2021-01-16	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c6e5/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c6e5/2021				2021-03-31				genomic RNA						SAMEA8461833	Severe acute respiratory syndrome coronavirus 2	917a69d71e5f253d84d794c0b625e7fa	1						PRJEB43828				VRL	2697049			LINEAR	
FR990399			29813					2021-01-20	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3cbb8/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3cbb8/2021				2021-03-31				genomic RNA						SAMEA8461842	Severe acute respiratory syndrome coronavirus 2	3701fb30f40494fe3c55440d12ac623e	1						PRJEB43828				VRL	2697049			LINEAR	
FR990400			29853					2021-01-17	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c747/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c747/2021				2021-03-31				genomic RNA						SAMEA8461835	Severe acute respiratory syndrome coronavirus 2	537ea90d97a909675f95c72ba1f48048	1						PRJEB43828				VRL	2697049			LINEAR	
FR990401			29845					2021-01-16	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c6d7/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c6d7/2021				2021-03-31				genomic RNA						SAMEA8461832	Severe acute respiratory syndrome coronavirus 2	c952a7ddd8fb3feb60b86319875d188c	1						PRJEB43828				VRL	2697049			LINEAR	
FR990402			29849					2021-01-14	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3c4da/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3c4da/2021				2021-03-31				genomic RNA						SAMEA8461827	Severe acute respiratory syndrome coronavirus 2	09ef3b89a1f6b26677c74741b1f4359e	1						PRJEB43828				VRL	2697049			LINEAR	
FR990403			29855					2021-01-22	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3cf2a/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3cf2a/2021				2021-03-31				genomic RNA						SAMEA8461846	Severe acute respiratory syndrome coronavirus 2	bd9d9bdeda52bcffbe037d09fc109f41	1						PRJEB43828				VRL	2697049			LINEAR	
FR990404			29831					2021-01-24	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3d134/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3d134/2021				2021-03-31				genomic RNA						SAMEA8461865	Severe acute respiratory syndrome coronavirus 2	3e8f25749065f9e0b4430c560d5fbd2f	1						PRJEB43828				VRL	2697049			LINEAR	
FR990405			29861					2021-01-23	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3d078/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3d078/2021				2021-03-31				genomic RNA						SAMEA8461854	Severe acute respiratory syndrome coronavirus 2	71495dd513ec20649a11ac98b2adae30	1						PRJEB43828				VRL	2697049			LINEAR	
FR990406			29821					2021-01-23	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-IMV-3ba3d089/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-IMV-3ba3d089/2021				2021-03-31				genomic RNA						SAMEA8461855	Severe acute respiratory syndrome coronavirus 2	b7cfe238d564d14457ca8cc65386dbf4	1						PRJEB43828				VRL	2697049			LINEAR	
